	n	train.size	trainingProportion	testing.error.nb	testing.error.rate	training.error.nb	training.error.rate
1	162	108	0.666666666666667	15	0.277777777777778	0	0
2	162	108	0.666666666666667	11	0.203703703703704	0	0
3	162	108	0.666666666666667	6	0.111111111111111	0	0
4	162	108	0.666666666666667	11	0.203703703703704	0	0
5	162	108	0.666666666666667	13	0.240740740740741	0	0
6	162	108	0.666666666666667	10	0.185185185185185	0	0
7	162	108	0.666666666666667	6	0.111111111111111	0	0
8	162	108	0.666666666666667	11	0.203703703703704	0	0
9	162	108	0.666666666666667	5	0.0925925925925926	0	0
10	162	108	0.666666666666667	15	0.277777777777778	0	0
